nombre;categoria;direccion;ciudad;cp;telefono;web;rating;reviews;lat;lng
La Perroteca - Guardería Canina - Residencia de Perros Felices;Guardería canina;Av. de Menéndez Pelayo, 22;28014 Madrid;;610 03 57 82;;3.9;0;;
EROSKI city;Tienda de productos para mascotas;Alameda de Recalde, 55;Biscay;;944 70 26 79;https://www.eroski.es/localizador-de-tiendas/supermercado/bizkaia/bilbao/eroskicity-monumental;3.9;0;;
Praia de Riós de Fóra;playa;Ría de;Pontevedra;;;http://hoxe.vigo.org/conecenos/n_etea.php?lang=gal;3.9;0;;
Parque canino;Parque para perros;C/ Biòleg Konrad Lorenz, 5;03015 Alacant;;;;3.9;0;;
wags and whiskers kennels & cattery;Guardería canina;Partida la Parecica, 18;Murcia;;659 19 84 02;;3.9;0;;
Clínica veterinaria Cuidado Animal;Veterinario;Blvd. Lázaro Cárdenas 124;México;;+52 686 211 5626;https://www.clinicaveterinariacuidadoanimal.com/;3.9;0;;
Protectora Caminando con ellos;Protectora de animales;los infiernos;30592 Murcia;;682 30 89 58;https://caminandoconellos.com/;3.9;0;;
Parque para perros;Parque para perros;Grupo Parque Miraflores;41008 Sevilla;;;;3.9;0;;
Hospital Veterinario Dr. Alonso Martínez;Veterinario;C. Teresa Azpiazu y Paul, 3;29004 Málaga;;687 48 45 86;http://www.clinicaveterinariamalaga.net/;3.9;0;;
Sadeco Sanidad y Bienestar Animal;Servicio de control de animales;Crta.Casilla s/n;14005 Córdoba;;957 05 31 53;https://www.sadeco.es/que-puedes-hacer/adopta/adopta-catalogo/;3.9;0;;
H Viella Asturias;Pensión;Carretera Estación de Viella, 10;Asturias;;648 76 30 18;http://www.hviellaasturias.com/;3.9;0;;
Hospital veterinario Retiro;Veterinario;Av. de Menéndez Pelayo, 9;28009 Madrid;;914 09 36 00;http://www.hospitalveterinarioretiro.com/;3.9;0;;
Parque de la Tuna - Parque Canino;Parque para perros;C. Gallo, 15;03002 Alicante;;;;3.9;0;;
Hotel ILUNION Valencia 3;Hotel;Calle del;Valencia;;961 86 81 00;https://www.ilunionhotels.com/hoteles/ilunion-valencia-3?partner=5989&sel=sel:nf-gmb:nm-organic:kwp-:nc-:fe-:fm-:mp-:id-5989;3.9;0;;
Platja de les Pots;playa;-11;Girona;;;http://www.visitpalamos.cat/;3.9;0;;
Fauna Palma;Tienda de animales;Platja de Palma i Pla de Sant Jordi;Balearic Islands;;971 26 95 18;;3.9;0;;
Hotel Cervantes;Hotel;Calle del Médico Pascual Pérez, 19;03001 Alicante;;965 20 98 22;http://www.hotelcervantesalicante.com/;3.9;0;;
Caprabo;Supermercado;Carrer de Pedret, 101-109;17007 Girona;;932 61 60 60;https://www.caprabo.com/;3.9;0;;
Amor de Helene;Hotel;Tomas Elis;03540 Alicante;;671 55 26 15;https://www.booking.com/Share-H36MRoO;3.9;0;;
OXXO BILBAO NLD;Tienda de productos para mascotas;Caracas Y Anzures, Av. Bilbao 1252;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Hotel en Tordesillas Real de Castilla;Hotel;C. Vista Alegre, 2;Valladolid;;983 91 03 31;https://hotelrealdecastilla.es/;3.9;0;;
Hotel Soho Boutique Bahía Málaga;Hotel;C. Somera, 8;29001 Málaga;;952 22 43 05;https://www.sohohoteles.com/destinos/hotel-soho-boutique-bahia-malaga-4/;3.9;0;;
LimpiaDog;Peluquero de mascotas;Av. Torrelavega, 54;Asturias;;611 61 29 01;http://www.limpiadog.com/;3.9;0;;
Medivet Hospital Veterinario 24 horas La Flota;Hospital veterinario;P.º Ing. Sebastian Feringan, 22;30007 Murcia;;968 24 61 22;https://www.medivetgroup.com/es-es/veterinario-urgencia-24-horas/24-horas-la-flota/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_la_flota;3.9;0;;
Apartamentos Coronado;Apartamento turístico;C. Coronado, 2;29008 Málaga;;952 22 40 49;http://www.apartamentoscoronadomalaga.com/;3.9;0;;
VTZ The Orus Factory Hotel;Hotel;C. de Escoriaza y Fabro, 45;50010 Zaragoza;;876 21 70 03;https://vtzalojamientos.com/hoteles/hotel-orus/;3.9;0;;
Daniya Alicante;Hotel;Avinguda de Dénia, 133;Alicante;;965 15 03 09;https://www.daniyaalicante.com/;3.9;0;;
Parque canino Ponte Nova;Parque;Freijeiro;Pontevedra;;;;3.9;0;;
Estilo Canino;Peluquero de mascotas;Av. de José Ortega y Gasset, 88;29006 Málaga;;638 14 23 14;;3.9;0;;
OXXO;Tienda de productos para mascotas;Colindante Al Fraccionamiento Palmas 6∞ Sector, Av las Palmas 1920-5To Sector;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Bodega Aurrera;Tienda de alimentación;Av. del Aguila Real 19280;México;;+52 800 000 0022;https://www.bodegaaurrera.com.mx/?utm_source=google&utm_medium=gbp&utm_campaign=local;3.9;0;;
Parque canino;Parque para perros;Av. de les Corts Valencianes, 17;Valencia;;;;3.9;0;;
Hotel Villas de Santiago Inn;Hotel;Autop. Escénica Tijuana - Ensenada 820 Lomas;México;;+52 664 630 4472;https://hotelvillasdesantiagoinn.com/;3.9;0;;
Parque para perros;Parque para perros;Carrer de l'Àliga;Illes Balears;;;;3.9;0;;
Numa Seville Alegre;Hotel;C. Álvarez Quintero, 31;41004 Sevilla;;932 71 31 07;https://numastays.com/locations/spain/seville/casco-antiguo/alegre?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Alegre;3.9;0;;
Platja del Fòrum;playa;Forum;Barcelona;;;http://www.amb.cat/web/territori/espai-public/platges/consulta-de-platges/detall/-/platja/platges-de-sant-adria-de-besos/452451/11656;3.9;0;;
Argonova Alicante S.L.;Hotel;C. Manuel Amorós, 4;Alicante;;;;3.9;0;;
ISA Sevilla Suites;Hotel;C. Ángeles, 11;41004 Sevilla;;613 48 33 78;https://isahoteles.com/isa-sevilla/;3.9;0;;
Hospital Veterinario Málaga Este | MiVet;Hospital veterinario;Av. Infanta Elena, 1;Málaga;;951 51 60 33;https://mivet.com/hospital-veterinario-malaga-este/?utm_medium=MyBusiness&utm_source=GoogleMaps;3.9;0;;
Servicio canino municipal;Protectora de animales;Saratxebidea Bidea, 15;Bizkaia;;944 27 14 70;https://www.puppybilbao.org/;3.9;0;;
Ibis Valladolid;Hotel;Av. del Euro, 7;47009 Valladolid;;983 36 21 11;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=3204&merchantid=seo-maps-ES-3204&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.9;0;;
Pensión Perez;Pensión;C. Tecén, 26;Las Palmas;;928 46 61 24;;3.9;0;;
Hidrocanin;Peluquero de mascotas;C. Marisma, 38-48;29006 Málaga;;;http://www.hidrocanin.es/;3.9;0;;
Casual Civilizaciones Valencia;Hotel;C/ de Félix del Río, 3B;Valencia;;661 54 37 34;https://www.casualhoteles.com/casual-de-las-civilizaciones-valencia.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=casual-civilizaciones;3.9;0;;
AniCura Albea Hospital Veterinario | Urgencias 24h;Hospital veterinario;Av. Ansite, 9;Las Palmas;;928 26 28 20;https://www.anicura.es/albea-hospital-veterinario/;3.9;0;;
Área canina;Parque para perros;Salamanca;28028 Madrid;;;;3.9;0;;
Hotel Longoria Plaza;Hotel;C. Covadonga, 13;Asturias;;985 20 78 47;https://pandorahoteles.com/nuestros-hoteles/hotel-longoria-plaza/;3.9;0;;
Apartamentos Turísticos Duque de Hornachuelos;Hotel;Cjón. de Hornachuelos, 8;14002 Córdoba;;;https://www.apartamentosduquedehornachuelos.com/;3.9;0;;
LA RV Resort;Parque para perros;Cypress Park;Estados Unidos;;+1 661-268-1214;https://actioncamp.cc/;3.9;0;;
Veterinaria ChaRam;Veterinario;Calle Mutualismo, capitan alonso de Leon. Montemorelos plaza comercial 101;México;;+52 826 123 6778;;3.9;0;;
Hotel Zenit Don Yo;Hotel;C. de Juan Bruil, 4, 6;50001 Zaragoza;;976 22 67 41;https://donyo.zenithoteles.com/?partner=8480&utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm;3.9;0;;
Parque para perros;Parque;03005 Alacant;03005 Alicante;;;;3.9;0;;
Hotel Bellavista Sevilla;Hotel;Av. de Bellavista, 153;41014 Sevilla;;954 69 35 00;http://www.hotelbellavistasevilla.com/;3.9;0;;
Travelodge Madrid Arturo Soria;Hotel;C. de Torrelaguna, 69;28027 Madrid;;914 05 73 93;https://www.travelodge.es/hoteles-madrid/arturo-soria?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=google-my-business;3.9;0;;
Parque para perros Agility;Parque para perros;Extramurs;Valencia;;;;3.9;0;;
OXXO Paseo del Vergel MTY;Tienda de productos para mascotas;Av. Camino Real Y Calle Bilbao 102, P.º del Vergel;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Hospital Veterinario Avenida | MiVet;Hospital veterinario;Sabino Arana Etorbidea, 18;Bizkaia;;944 42 40 40;https://avenida.mivet.com/?utm_medium=MyBusiness&utm_source=GoogleMaps;3.9;0;;
Centro De Recogida Y Adopción De Animales;Refugio para animales;C. Polvoranca, 11;Madrid;;916 64 84 35;;3.9;0;;
Oxxo Palma Dorada;Tienda de productos para mascotas;Israel S/N Blvd. Lazaro Cardenas, Av Gaspar Luken Escalante Supermanzana Y;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Urbanova Playa de Perros;Parque para perros;03008 Alicante;03008 Alicante;;;;3.9;0;;
OXXO SAN ADRIAN;Tienda de productos para mascotas;Calzada Independencia 2050 Calle Ingenieros Mecanicos Y, Blvr. Venustiano Carranza Supermanzana Carra;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Playa de los Toldos;playa;08390 Montgat;Barcelona;;;;3.9;0;;
ibis Oviedo;Hotel;C. Ernesto Winter Blanco, 6;Asturias;;985 11 43 75;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6818&merchantid=seo-maps-ES-6818&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.9;0;;
Motel Reno;Hotel;Blvrd Cuauhtemoc Sur Ote 2911;México;;+52 664 686 4640;https://hotelesymastijuana.com/reno/;3.9;0;;
Oxxo Palmas;Tienda de productos para mascotas;Esq. Con Calle En Proyecto, Las Palmas S/N, Av Las Palmas S/N;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.9;0;;
Jardín Americano;Parque;41092 Sevilla;41092 Sevilla;;;;3.9;0;;
Sercotel Tribuna Málaga;Hotel;C. Carretería, 6, 10;29008 Málaga;;951 24 78 64;https://www.sercotelhoteles.com/es/hotel-tribuna-malaga?utm_source=google&utm_medium=referral&utm_campaign=metasearch-links;3.9;0;;
Hotel Ibis;Hotel;And;México;;+52 656 289 6400;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6843&merchantid=seo-maps-MX-6843&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.8;0;;
Peluquería Canina y Felina Club Nacional del Podenco Andaluz;Peluquero de mascotas;C. Amsterdam, 25-E;41012 Sevilla;;954 61 50 50;http://www.elpodencoandaluz.com/;3.8;0;;
Hotel Beleret;Hotel;Carrer del Campament, 80;Valencia;;963 64 05 05;https://www.beleret.com/?referer_code=GOOGLEBP;3.8;0;;
Zona para Paseo Libre de Mascotas;Parque para perros;Cam. del Faro, 34;03540 Alicante;;;;3.8;0;;
TOC TOC DOG;Cuidador de mascotas;Centro;14001 Córdoba;;695 14 76 21;https://enbuenaspatas.es/top-residencias-caninas/cordoba/cordoba/cordoba-toc-toc-dog/?expand_article=1;3.8;0;;
Parque Canino;Parque para perros;80;Valencia;;;;3.8;0;;
OXXO Francisco de Quevedo SLF;Tienda de productos para mascotas;Leon Felipe Y Manuel J Othon 1450, Francisco De UrdiÒola;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
Hotel Catalonia Park Putxet;Hotel;Carrer del Putxet, 68, 74;08023 Barcelona;;932 12 51 58;https://www.cataloniahotels.com/es/hotel/catalonia-park-putxet?mb=1&utm_source=googlemaps&utm_medium=organic&utm_campaign=PUT;3.8;0;;
Oviedo Veterinary Care + Emergency (Primary Care);Veterinario;3607 Aloma Ave #1051;Estados Unidos;;+1 321-972-1926;https://oviedovetcare.com/;3.8;0;;
ibis Girona Costa Brava;Hotel;Carrer de Francesc Ferrer i Gironès, 16-18;17006 Girona;;972 39 15 38;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6819&merchantid=seo-maps-ES-6819&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.8;0;;
Parque Canino Pierrot - Cortijo Alto;Parque para perros;C. Pierrot;29006 Málaga;;951 92 60 28;http://parquesyjardines.malaga.eu/;3.8;0;;
Parque de la Música. Perros;Parque para perros;C. Cristina Hoyos, 4;Sevilla;;;;3.8;0;;
Pull&Bear;Tienda de ropa;Diego Lopez Haroko Kale Nagusia, 17;Bizkaia;;946 67 38 13;https://www.pullandbear.com/es/es/stores-locator/bilbao/gran-via-s13919;3.8;0;;
Montera Center Madrid;Hotel;C. de la Montera, 17;28013 Madrid;;623 10 33 26;;3.8;0;;
Parque para perros;Parque para perros;Carrer de les Tàpies, 10;08001 Barcelona;;;;3.8;0;;
OXXO EVOLUCION II;Tienda de productos para mascotas;Esq. Calle Londres Y Calle Madrid 302, Av. Evolución 302;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
Carrefour;Hipermercado;Avinguda de França, 42-44;17007 Girona;;972 22 38 48;https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/girona.aspx;3.8;0;;
Área de perros de la playa de Levante;Parque para perros;Passeig Marítim del Bogatell, 3574;08019 Barcelona;;;;3.8;0;;
Parque canino San Gabriel;Parque para perros;03008 Alicante;03008 Alicante;;;;3.8;0;;
“Pi-Pi Can” Son Forteza;Parque para perros;Carrer Jacint Verdaguer, 136;Illes Balears;;;;3.8;0;;
Debambú Larios;Apartamento turístico;C. Alarcón Luján, 11;29005 Málaga;;952 21 99 16;;3.8;0;;
Residència canina La Devesa;Mercado;17007 Girona;17007 Girona;;649 95 15 99;https://www.residenciacaninaladevesa.com/;3.8;0;;
Life Apartments Alameda Colón;Complejo de apartamentos;Alameda de Colón, 7;29001 Málaga;;956 08 56 54;https://www.lifeapartments.es/es/destinos/M%C3%A1laga/Life%20Apartments%20Alameda%20Col%C3%B3n%20%28M%C3%A1laga%29;3.8;0;;
Parque Canino;Parque;C/ del Valle de Mena;28035 Madrid;;;http://madrid.es/;3.8;0;;
AniCura Madrid Este Hospital Veterinario | Urgencias 24h;Hospital veterinario;P.º de la Democracia, 10;Madrid;;915 29 69 09;https://www.anicura.es/clinicas/anicura-madrid-este-hospital-veterinario/;3.8;0;;
Parque Viudes;Parque;Av. Juan Antonio Perea, 6;30002 Murcia;;;;3.8;0;;
Hotel Travelodge Alicante Puerto;Hotel;C/ Nadadora Carmen Soto, 1;Alicante;;965 11 02 82;https://www.travelodge.es/hoteles-alicante/alicante-puerto?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=google-my-business;3.8;0;;
La Quinta Hacienda - Apartamentos Turístico.s;Hotel;Av. del Brillante, 18;14006 Córdoba;;621 27 18 00;https://www.haciendasdecordoba.com/;3.8;0;;
Hostal San Jorge;Alojamiento;Cl. Mayor, 4;50001 Zaragoza;;976 39 74 62;https://hostalsanjorgezaragoza.com/;3.8;0;;
Villa Augusta Spa & Garden by Punta 25 Hotels;Hotel;C. Orellana;Valladolid;;983 36 71 03;https://www.villaaugusta.es/;3.8;0;;
Veterinaria Animania Madrid Villaamil;Tienda de productos para mascotas;C. de Villaamil, 51;28039 Madrid;;913 11 36 25;;3.8;0;;
Parque Canino Portales del Popo;Parque para perros;C. Portales del Popo;29140 Málaga;;951 92 60 28;http://parquesyjardines.malaga.eu/;3.8;0;;
Parque Eugenio Arbones;Parque;Av. de Castrelos, 7;Pontevedra;;;;3.8;0;;
Parque para perros Malilla;Parque para perros;Quatre Carreres;Valencia;;;https://www.valencia.es/cas/la-ciudad/parques-urbanos;3.8;0;;
ibis Alicante;Hotel;C. Bélgica, 3A;03008 Alicante;;965 10 80 40;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=3200&merchantid=seo-maps-ES-3200&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.8;0;;
Hotel Reyes Católicos;Hotel;C. Gravina, 57;41001 Sevilla;;954 21 12 00;http://www.hotelreyescatolicos.info/;3.8;0;;
Hotel Travelodge Malaga Airport;Hotel;Av. de Velázquez, 212;29004 Málaga;;952 17 37 57;https://www.travelodge.es/hoteles-malaga/malaga-aeropuerto?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=google-my-business;3.8;0;;
Alojamiento para mascotas (hogares);Guardería canina;Pl. del Obispo Amigó, 7;Valencia;;612 57 91 48;https://www.instagram.com/guardamascotas_valencia;3.8;0;;
Pipican - Parque del Besós;Parque para perros;deporte gratis Park;Barcelona;;;;3.8;0;;
Peluqueria Canina Alma Dog;Peluquero de mascotas;C. Picasso, 2;Asturias;;641 34 83 98;https://www.instagram.com/almadog2023?igsh=MWU4Z2t1cjM1ZWVjMQ==;3.8;0;;
APA Lucha Animal;Refugio para animales;Cdad. Lineal;28017 Madrid;;;https://asociacion-protectora-de-animales-lucha-animal.ueniweb.com/?utm_campaign=gmb;3.8;0;;
Playa Del Rio Duero;playa;47151 Boecillo;Valladolid;;;;3.8;0;;
Parque para perros;Parque para perros;Carrer de Sepúlveda, 1;08015 Barcelona;;627 53 18 48;;3.8;0;;
Hotel Princesa Vigo;Hotel;Rúa Fermín Penzol, 14;Pontevedra;;986 44 20 13;https://hotel-princesa-vigo.hotelrelax.top/;3.8;0;;
Pipican "Mercado de Abastos";Parque para perros;C. del Bon Orde, 19;Valencia;;697 76 49 37;;3.8;0;;
Tusity One;Apartamento turístico;C. la Naval, 148;Las Palmas;;644 23 15 54;https://tusity.com/?partner=13628&utm_source=google&utm_medium=organic&utm_campaign=MyBusiness;3.8;0;;
Oxxo Cerrajeros;Tienda de productos para mascotas;Juan N. Medina;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
Oxxo ampliación nogales;Tienda de productos para mascotas;Av. Peral, Olivo 201;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
ibis budget Oviedo;Albergue;C. Ernesto Winter Blanco, 4;Asturias;;984 03 94 30;https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6817&merchantid=seo-maps-ES-6817&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps;3.8;0;;
Pension alemania;Alojamiento con servicio;Carrer Alemania, 15;Alicante;;965 16 89 35;https://iberiago.site/PensionAlema;3.8;0;;
BVS Vet Shop;Tienda de productos para mascotas;Autonomia Kalea, 49;Bizkaia;;604 88 60 76;https://www.barakaldotiendaveterinaria.es/;3.8;0;;
Platja Canina;Parque para perros;playa para perros;Valencia;;;http://www.playasparaperros.com/;3.8;0;;
easyHotel Valencia Ciutat Vella;Hotel;Pl. de Rojas Clemente, 7-8;Valencia;;960 62 00 55;https://www.easyhotel.com/hotels/spain/valencia/valencia-ciutat-vella?utm_source=google&utm_medium=organic&utm_campaign=GMB-owned-valencia-ciutat-vella;3.8;0;;
OXXO;Tienda de productos para mascotas;Esquina Con, Paseo Las Palmas, P.º Miravalle Sur 1451;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
Explanada Hotel, Alicante;Hotel;C. San Fernando, 18;03002 Alicante;;865 64 13 78;https://www.explanadahotel.com/;3.8;0;;
Playa canina de Playa Paraíso (La Manga);Atracción turística;P.º Marítimo;Murcia;;;http://www.cartagena.es/;3.8;0;;
Àrea per a gossos;Parque para perros;Ctra. Accés Costa Brava, 83;Girona;;;;3.8;0;;
Hostal café Restaurante Vista Alegre;Restaurante;Autovía de Castilla, Km 140;Valladolid;;983 79 13 00;https://www.guiagps.com/seleccion/restaurante-vista-alegre/;3.8;0;;
Hospital de Urgencias Veterinarias Región de Murcia;Hospital veterinario;C. Chimeneas, 22;Murcia;;630 83 20 20;http://www.veterinariourgente.com/;3.8;0;;
Centro Canino Sport-dog;Guardería canina;A-92, Salida 15;Sevilla;;955 99 00 56;http://www.sportdog.es/;3.8;0;;
Hotel Concorde;Hotel;C. Tomás Miller, 85;Las Palmas;;928 26 27 50;http://www.hotelconcorde.org/;3.8;0;;
Veterinaria y Forrajera “San Jose”;Veterinario;Real de las Palmas 108;México;;+52 868 118 5048;;3.8;0;;
Mercadía Paseo del Real;Supermercado;67256 Cdad. Benito Juárez, N.L.;México;;+52 81 2079 9912;;3.8;0;;
OXXO SANTA BARBARA;Tienda de productos para mascotas;Santa Barbara Y Santa Monica S/N, Av. las Palmas;México;;+52 81 8320 2020;https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;3.8;0;;
Benecane;Protectora de animales;;;;;http://www.benecane.org/;3.8;0;;
Playa Aiguaoliva•Apta Para Perros;Parque;Carrer Cala Puntal W, 1;Castelló;;;;3.8;0;;
Zona ZECA Parque Canino;Parque para perros;C. Vicente Aleixandre, 27;30011 Murcia;;;;3.8;0;;
Líbere Málaga la Merced;Hotel;C. Granada, 73;29015 Málaga;;951 12 74 01;https://www.staylibere.com/share/LMLM-gmb-asset-page?utm_source=gmb_listing&utm_medium=organic;3.8;0;;
Área para perros Jardines de Hiroshima;Parque para perros;Unnamed Road, 08024;Barcelona;;;;3.8;0;;
Hotel Travelodge Murcia;Hotel;Av. Juan Carlos I, 77;30100 Murcia;;968 89 97 81;https://www.travelodge.es/hoteles-murcia/murcia?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=google-my-business;3.8;0;;
Parque Público Pob. Sansón Flores;Parque;CJRG+WQ;México;;;;3.8;0;;
Parque Canino;Parque;Ponent;Balearic Islands;;;;3.8;0;;
Parque para perros;Parque para perros;Carrer del Freser, 34;08026 Barcelona;;;;3.7;0;;
Apartamentos Puerta del Sur;Apartamento turístico;C. El Compás, s/n;Sevilla;;954 69 38 08;http://www.puertadelsur.net/?td=g00zp00&referer_code=WGY;3.7;0;;
